Name,DisplayName,Shawns display names,Secondary Packaging,Abbreviation,Vaccine presentation,Method  of administration,Doses per vial,Packed vol/dose(cc) of vaccine,Packed vol/dose(cc) of diluent,Vaccine price/vial,Vaccine price/dose,Price Units,Price Year,Doses/person,LifetimeFreezerMonths,LifetimeCoolerMonths,LifetimeRoomTempMonths,LifetimeOpenMonths,RandomKey,Notes,Link,Manufacturer
MMR_SerumIndia_10Dose,MMR SII 10 Dose,MMR 10 Dose ,50 Vial Carton + 50 Ampoule Carton Of Diluent,MMR, Lyophilized + Water For Injection Diluent,Subcutaneous,10,2.61,2.61,,,USD,,1,0.002,24,0.001,0.01,10162,,http://www.who.int/immunization_standards/vaccine_quality/pq_145_mmr_10dose_sii/en/index.html,Serum Institute of India
MMR_SerumIndia_2Dose,MMR SII 2 Dose,MMR 2 Dose ,50 Vial Carton + 50 Ampoule Carton Of Diluent,MMR, Lyophilized + Water For Injection Diluent,Subcutaneous,2,13.1,13.1,,,USD,,1,0.002,24,0.001,0.01,10163,,http://www.who.int/immunization_standards/vaccine_quality/pq_143_mmr_2dose_sii/en/index.html,Serum Institute of India
MMR_SerumIndia_5Dose,MMR SII 5 Dose,MMR 5 Dose ,50 Vial Carton + 50 Ampoule Carton Of Diluent,MMR, Lyophilized + Water For Injection Diluent,Subcutaneous,5,5.22,5.22,,,USD,,1,0.002,24,0.001,0.01,10164,,http://www.who.int/immunization_standards/vaccine_quality/pq_144_mmr_5dose_sii/en/index.html,Serum Institute of India
MenAC_WHO_Shipping_Guide_20Dose,MenAC WHO 20 Dose,Meningoccoccal A+C Generic 20 Dose,1 Vial,MenAC,Lyophilized + Buffered Saline Solution Diluent,Subcutaneous,20,2.5,2.5,,,USD,,1,0.002,24,0.001,0.01,10167,,,WHO Shipping Guidelines
MenAC_WHO_Shipping_Guide_50Dose,MenAC WHO 50 Dose,Meningoccoccal A+C Generic 50 Dose,1 Vial,MenAC,Lyophilized + Buffered Saline Solution Diluent,Subcutaneous,50,1.5,1.5,,,USD,,1,0.002,24,0.001,0.01,10168,,,WHO Shipping Guidelines
MenAC_BioManguinhos_10Dose,MenAC Bio-Mang 10 Dose,Polysaccharide Meningococcal A+C 10 Dose ,10 Vial Carton + 10 Ampoule Diluent Carton,MenAC,Lyophilized + Buffered Saline Solution Diluent,Subcutaneous,10,2.96,3,,,USD,,1,0.002,24,0.001,0.01,10169,,http://www.who.int/immunization_standards/vaccine_quality/23_men/en/index.html,Bio-Manguinhos
MenAC_Sanofi_10Dose,MenAC Sanofi 10 Dose,Polysaccharide Meningococcal A+C 10 Dose ,10 Vial Carton + 10 Ampoule Diluent Carton,MenAC,Lyophilized + Specific Meningococcal Diluent In Vial (5Ml),Intramuscular,10,2.46,2.46,,,USD,,1,0.002,36,0.001,0.01,10170,,http://www.who.int/immunization_standards/vaccine_quality/PQ_114_menAC_10_dose_sanofi_pasteur/en/,Sanofi Pasteur
PCV10_GSK_1Carton_1Dose,PCV10 GSK 1 Dose,Synflorix PCV10 1 Dose ,1 Vial Carton,PCV10,Liquid,Intramuscular,1,58,0,,,USD,,1,0.002,36,0.001,0.01,10172,,http://www.who.int/immunization_standards/vaccine_quality/PQ_192_Pneumococcal_GSK_1dose/en/index.html,GSK
PCV10_GSK_10Carton_1Dose,PCV10 GSK 1 Dose,Synflorix PCV10 1 Dose ,10 Vial Carton,PCV10,Liquid,Intramuscular,1,11.5,0,,,USD,,1,0.002,36,0.001,0.01,10173,,http://www.who.int/immunization_standards/vaccine_quality/PQ_192_Pneumococcal_GSK_1dose/en/index.html,GSK
PCV10_GSK_100Carton_1Dose,PCV10 GSK 1 Dose,Synflorix PCV10 1 Dose ,100 Vial Carton,PCV10,Liquid,Intramuscular,1,10,0,,,USD,,1,0.002,36,0.001,0.01,10174,,http://www.who.int/immunization_standards/vaccine_quality/PQ_192_Pneumococcal_GSK_1dose/en/index.html,GSK
PCV10_GSK_2Dose,PCV10 GSK 2 Dose,Synflorix PCV10 2 Dose ,100 Vial Carton,PCV10,Liquid,Intramuscular,2,4.8,0,,,USD,,1,0.002,36,0.001,0.01,10175,,http://www.who.int/immunization_standards/vaccine_quality/PQ_199_Pneumococcal_GSK_2dose/en/index.html,GSK
PCV7_Wyeth_1Dose,PCV7 Wyeth 1 Dose,Prevenar PCV7 1 Dose ,5 Vial Carton,PCV7,Liquid,Intramuscular,1,21,0,,,USD,,1,0.002,24,0.001,0.01,10176,,http://www.who.int/immunization_standards/vaccine_quality/PQ_218_pneumococcal7_1dose_wyeth/en/index.html,Wyeth
PCV13_Wyeth_50Carton_1Dose,PCV13 Wyeth 1 Dose,Prevenar PCV13 1 Dose ,50 Vial Carton,PCV13,Liquid,Intramuscular,1,12,0,,,USD,,1,0.002,24,0.001,0.01,10177,,http://www.who.int/immunization_standards/vaccine_quality/PQ_222_pneumococcal13_1dose_wyeth/en/index.html,Wyeth
PCV13_Wyeth_25Carton_1Dose,PCV13 Wyeth 1 Dose,Prevenar PCV13 1 Dose ,25 Vial Carton,PCV13,Liquid,Intramuscular,1,15.7,0,,,USD,,1,0.002,24,0.001,0.01,10178,,http://www.who.int/immunization_standards/vaccine_quality/PQ_222_pneumococcal13_1dose_wyeth/en/index.html,Wyeth
IPV_Bilthoven_1Dose,IPV Bilthoven 1 Dose,Poliomyelitis IPV 1Dose ,360 Vial Akylux Tray,IPV,Liquid,Subcutaneous Or Intramuscular,1,15.7,0,,,USD,,1,0.002,24,0.001,0.01,10179,,http://www.who.int/immunization_standards/vaccine_quality/pq_231_ipv_1dose_nvi/en/index.html,Bilthoven Biologicals B.V.
IPV_Sanofi_10Dose,IPV Sanofi 10 Dose,IMOVAX POLIO IPV 10 Dose ,10 Vial Carton,IPV,Liquid,Subcutaneous Or Intramuscular,10,2.46,0,,,USD,,1,0.002,36,0.001,0.01,10180,,http://www.who.int/immunization_standards/vaccine_quality/PQ_99_ipv_10_dose_sanofi_pasteur/en/,Sanofi Pasteur
IPV_Statens_1Carton_1Dose,IPV SSI 1 Dose,IPV Vaccine SSI 1 Dose ,1 Vial Carton,IPV,Liquid,Subcutaneous Or Intramuscular,1,101.4,0,,,USD,,1,0.002,18,0.001,0.01,10181,,http://www.who.int/immunization_standards/vaccine_quality/pq_232_ipv_1dose_ssi/en/index.html,Statens
IPV_Statens_10Carton_1Dose,IPV SSI 1 Dose,IPV Vaccine SSI 1 Dose ,10 Vial Carton,IPV,Liquid,Subcutaneous Or Intramuscular,1,26.8,0,,,USD,,1,0.002,18,0.001,0.01,10182,,http://www.who.int/immunization_standards/vaccine_quality/pq_232_ipv_1dose_ssi/en/index.html,Statens
IPV_Statens_50Carton_1Dose,IPV SSI 1 Dose,IPV Vaccine SSI 1 Dose ,50 Vial Carton,IPV,Liquid,Subcutaneous Or Intramuscular,1,12.9,0,,,USD,,1,0.002,18,0.001,0.01,10183,,http://www.who.int/immunization_standards/vaccine_quality/pq_232_ipv_1dose_ssi/en/index.html,Statens
OPV_WHO_Shipping_Guide_10Dose,OPV WHO 10 Dose,OPV Generic 10 Dose,1 Vial,OPV,Liquid,Oral,10,2,0,,,USD,,1,24,6,0.001,1,10184,,,WHO Shipping Guidelines
OPV_WHO_Shipping_Guide_20Dose,OPV WHO 20 Dose,OPV Generic 20 Dose,1 Vial,OPV,Liquid,Oral,20,1,0,,,USD,,1,24,6,0.001,1,10185,,,WHO Shipping Guidelines
OPV13_BioFarma_20Dose,OPV BioFarma 20 Dose,OPV Bivalent Types 1 and 3 20 Dose ,50 Vial Carton,OPV,Liquid,Oral,20,0.55,0,,,USD,,1,24,6,0.001,1,10186,,http://www.who.int/immunization_standards/vaccine_quality/PQ_196_bOPV13_20_dose_Vial_Biofarma/en/index.html,Bio Farma
OPV13_GSK_10Dose,OPV GSK 10 Dose,OPV Bivalent Types 1 and 3 10 Dose ,100 Vial Carton,OPV,Liquid,Oral,10,0.97,0,,,USD,,1,24,6,0.001,1,10187,,http://www.who.int/immunization_standards/vaccine_quality/PQ_184_bOPV13_GSK_10_dose/en/index.html,GSK
OPV13_GSK_20Dose,OPV GSK 20 Dose,OPV Bivalent Types 1 and 3 20 Dose ,100 Vial Carton,OPV,Liquid,Oral,20,0.48,0,,,USD,,1,24,6,0.001,1,10188,,http://www.who.int/immunization_standards/vaccine_quality/PQ_185_bOPV13_GSK_20_dose/en/index.html,GSK
OPV13_Haffikine_20Dose,OPV Haffikine 20 Dose,OPV Bivalent Types 1 and 3 20 Dose ,50 Vial Carton,OPV,Liquid,Oral,20,1,0,,,USD,,1,24,6,0.001,1,10189,,http://www.who.int/immunization_standards/vaccine_quality/PQ_201_bOPV13_20_dose_Vial_Haffkine/en/index.html,Haffikine Bio Pharmaceutical Corp
OPV13_Novartis_20Dose,OPV Novartis 20 Dose,OPV Bivalent Types 1 and 3 20 Dose ,100 Dispenser Carton,OPV,Liquid,Oral,20,0.7,0,,,USD,,1,24,6,0.001,1,10190,,http://www.who.int/immunization_standards/vaccine_quality/PQ_201_bOPV13_20_dose_Vial_Haffkine/en/index.html,Novartis
OPV13_Sanofi_20Dose,OPV Sanofi 20 Dose,OPV Bivalent Types 1 and 3 20 Dose ,10 Vial Carton,OPV,Liquid,Oral,20,2.41,0,,,USD,,1,24,6,0.001,1,10191,,http://www.who.int/immunization_standards/vaccine_quality/pq_247_bopv13_20dose_sanofi/en/index.html,Sanofi Pasteur
OPV13_SerumIndia_20Dose,OPV SII 20 Dose,OPV Bivalent Types 1 and 3 20 Dose ,50 Vial Carton,OPV,Liquid,Oral,20,1.11,0,,,USD,,1,24,6,0.001,1,10192,,http://www.who.int/immunization_standards/vaccine_quality/pq_262_bopv13_20dose_sii/en/index.html,Serum Institute of India
OPV1_BioFarma_20Dose,OPV BioFarma 20 Dose,OPV Monovalent Type 1 20 Dose ,50 Vial Carton,OPV,Liquid,Oral,20,0.55,0,,,USD,,1,24,6,0.001,1,10193,,http://www.who.int/immunization_standards/vaccine_quality/PQ_190_mOPV1_20_dose_Vial_Biofarma/en/index.html,Bio Farma
OPV1_GSK_10Dose,OPV GSK 10 Dose,OPV Monovalent Type 1 10 Dose ,100 Vial Carton,OPV,Liquid,Oral,10,0.97,0,,,USD,,1,24,6,0.001,1,10194,,http://www.who.int/immunization_standards/vaccine_quality/PQ_183_mOPV1_GSK_20_dose/en/index.html,GSK
OPV1_GSK_20Dose,OPV GSK 20 Dose,OPV Monovalent Type 1 20 Dose ,50 Vial Carton,OPV,Liquid,Oral,20,0.48,0,,,USD,,1,24,6,0.001,1,10195,,http://www.who.int/immunization_standards/vaccine_quality/PQ_183_mOPV1_GSK_20_dose/en/index.html,GSK
OPV1_Haffikine_20Dose,OPV Haffikine 20 Dose,OPV Monovalent Type 1 20 Dose ,50 Vial Carton,OPV,Liquid,Oral,20,1,0,,,USD,,1,24,6,0.001,1,10196,,http://www.who.int/immunization_standards/vaccine_quality/PQ_187_mOPV1_20-dose_Vial_Haffkine/en/index.html,Haffikine Bio Pharmaceutical Corp
OPV1_Novartis_20Dose,OPV Novartis 20 Dose,OPV Monovalent Type 1 20 Dose ,100 Vial Carton,OPV,Liquid,Oral,20,0.7,0,,,USD,,1,24,6,0.001,1,10197,,http://www.who.int/immunization_standards/vaccine_quality/33_opv/en/index.html,Novartis
OPV1_Sanofi_20Dose,OPV Sanofi 20 Dose,OPV Monovalent Type 1 20 Dose ,10 Vial Carton,OPV,Liquid,Oral,20,2.41,0,,,USD,,1,24,6,0.001,1,10198,,http://www.who.int/immunization_standards/vaccine_quality/PQ_116_mopv1_20_dose_sanofi_pasteur/en/,Sanofi Pasteur
OPV2_GSK_10Dose,OPV GSK 10 Dose,OPV Monovalent Type 2 10 Dose ,100 Vial Carton,OPV,Liquid,Oral,10,0.97,0,,,USD,,1,24,6,0.001,1,10199,,http://www.who.int/immunization_standards/vaccine_quality/pq_236_mopv2_10dose_gsk/en/index.html,GSK
OPV2_GSK_20Dose,OPV GSK 20 Dose,OPV Monovalent Type 2 20 Dose ,100 Vial Carton,OPV,Liquid,Oral,20,0.48,0,,,USD,,1,24,6,0.001,1,10200,,http://www.who.int/immunization_standards/vaccine_quality/pq_235_mopv2_20dose_gsk/en/index.html,GSK
OPV3_GSK_10Dose,OPV GSK 10 Dose,OPV Monovalent Type 3 10 Dose ,100 Vial Carton,OPV,Liquid,Oral,10,0.97,0,,,USD,,1,24,6,0.001,1,10201,,http://www.who.int/immunization_standards/vaccine_quality/pq_228_mopv3_10dose_gsk/en/index.html,GSK
OPV3_GSK_20Dose,OPV GSK 20 Dose,OPV Monovalent Type 3 20 Dose ,100 Vial Carton,OPV,Liquid,Oral,20,0.48,0,,,USD,,1,24,6,0.001,1,10202,,http://www.who.int/immunization_standards/vaccine_quality/pq_229_mopv3_20dose_gsk/en/index.html,GSK
OPV3_Novartis_20Dose,OPV Novartis 20 Dose,OPV Monovalent Type 3 20 Dose ,100 Dispenser Carton,OPV,Liquid,Oral,20,0.7,0,,,USD,,1,24,6,0.001,1,10203,,http://www.who.int/immunization_standards/vaccine_quality/pq_227_mopv3_20dose_novartis/en/index.html,Novartis
OPV123_BioFarma_20Dose,OPV BioFarma 20 Dose,OPV Trivalent 20 Dose ,50 Vial Carton,OPV,Liquid,Oral,20,0.24,0,,,USD,,1,24,6,0.001,1,10204,,http://www.who.int/immunization_standards/vaccine_quality/14_opv/en/index.html,Bio Farma
OPV123_BioFarma_10Dose,OPV BioFarma 10 Dose,OPV Trivalent 10 Dose ,10 Vial Carton,OPV,Liquid,Oral,10,3.2,0,,,USD,,1,24,6,0.001,1,10205,,http://www.who.int/immunization_standards/vaccine_quality/PQ_13_OPV_trivalent_10_dose_Vial/en/index.html,Bio Farma
OPV123_Haffikine_20Dose,OPV Haffikine 20 Dose,OPV Trivalent 20 Dose ,50 Vial Carton,OPV,Liquid,Oral,20,1,0,,,USD,,1,24,6,0.001,1,10206,,http://www.who.int/immunization_standards/vaccine_quality/64_opv/en/index.html,Haffikine Bio Pharmaceutical Corp
OPV123_Sanofi_1Carton_10Dose,OPV Sanofi 20 Dose,OPVERO OPV Trivalent 10 Dose ,1 Vial Carton,OPV,Liquid,Oral,20,5.6,0,,,USD,,1,24,6,0.001,1,10207,,http://www.who.int/immunization_standards/vaccine_quality/PQ_101_opv_10_dose_sanofi_pasteur/en/index.html,Sanofi Pasteur
OPV123_Sanofi_10Carton_10Dose,OPV Sanofi 20 Dose,OPVERO OPV Trivalent 10 Dose ,10 Vial Carton,OPV,Liquid,Oral,20,0.97,0,,,USD,,1,24,6,0.001,1,10208,,http://www.who.int/immunization_standards/vaccine_quality/PQ_101_opv_10_dose_sanofi_pasteur/en/index.html,Sanofi Pasteur
OPV123_Sanofi_20Dose,OPV Sanofi 20 Dose,OPVERO OPV Trivalent 20 Dose ,10 Vial Carton,OPV,Liquid,Oral,20,0.48,0,,,USD,,1,24,6,0.001,1,10209,,http://www.who.int/immunization_standards/vaccine_quality/PQ_102_opv_20_dose_sanofi_pasteur/en/index.html,Sanofi Pasteur
OPV123_SerumIndia_20Dose,OPV SII 20 Dose,OPV Trivalent 20 Dose ,50 Vial Carton,OPV,Liquid,Oral,20,1.11,0,,,USD,,1,24,6,0.001,1,10210,,http://www.who.int/immunization_standards/vaccine_quality/pq_263_topv_20dose_sii/en/index.html,Serum Institute of India
Rabies_Chiron_1Carton_1Dose,RAB Chiron 1 Dose,Rabipur Rabies 1 Dose ,1 Vial Carton With Ampoule Of Diluent And Syringe,RAB,Lyophilized + Water For Injection Diluent,Intramuscular,1,174,0,,,USD,,1,0.002,48,0.001,0.01,10211,,http://www.who.int/immunization_standards/vaccine_quality/29_rabies/en/index.html,Chiron Behring Vaccines Private Ltd.
Rabies_Chiron_4Carton_1Dose,RAB Chiron 1 Dose,Rabipur Rabies 1 Dose ,4 Vial Carton With 4 Ampoules Of Diluent,RAB,Lyophilized + Water For Injection Diluent,Intramuscular,1,50.6,0,,,USD,,1,0.002,48,0.001,0.01,10212,,http://www.who.int/immunization_standards/vaccine_quality/29_rabies/en/index.html,Chiron Behring Vaccines Private Ltd.
Rabies_Chiron_5Carton_1Dose,RAB Chiron 1 Dose,Rabipur Rabies 1 Dose ,5 Vial Carton With 5 Ampoules Of Diluent,RAB,Lyophilized + Water For Injection Diluent,Intramuscular,1,48,0,,,USD,,1,0.002,48,0.001,0.01,10213,,http://www.who.int/immunization_standards/vaccine_quality/29_rabies/en/index.html,Chiron Behring Vaccines Private Ltd.
Rabies_Novartis_1Dose,RAB Novartis 1 Dose,Rabipur Rabies 1 Dose ,1 Vial Carton With Diluent Ampoule,RAB,Lyophilized + Water For Injection Diluent,Intramuscular,1,171,0,,,USD,,1,0.002,48,0.001,0.01,10214,,http://www.who.int/immunization_standards/vaccine_quality/28_rabies/en/index.html,Novartis
Rabies_Sanofi_1Dose,RAB Novartis 1 Dose,VERORAB Rabies 1 Dose ,5 Vial Carton With 5 Ampoules Of Diluent,RAB,Lyophilized + 0.4% Sodium Chloride In Ampoule Diluent,Intramuscular,1,53.6,0,,,USD,,1,0.002,36,0.001,0.01,10215,,http://www.who.int/immunization_standards/vaccine_quality/PQ_112_rabies_1_dose_sanofi_pasteur/en/,Novartis
Rabies_ZydusCadila_1Dose,RAB Novartis 1 Dose,Lyssavac-N Rabies 1 Dose ,1 Vial Carton With Diluent Ampoule,RAB,Lyophilized + Water For Injection Diluent,Intramuscular,1,20.09,20.1,,,USD,,1,0.002,24,0.001,0.01,10216,,http://www.who.int/immunization_standards/vaccine_quality/166_rabies/en/index.html,Novartis
Rotavirus_GSK_1Carton_1Dose,RV GSK 1 Dose,Rotarix 1 Dose ,1 Vial Carton,RV,Lyophilized + Diluent,Oral,1,256,0,,,USD,,1,0.002,36,0.001,0.01,10217,,http://www.who.int/immunization_standards/vaccine_quality/63_rotavirus/en/index.html,GSK
Rotavirus_GSK_10Carton_1Dose,RV GSK 1 Dose,Rotarix 1 Dose ,10 Vial Carton,RV,Lyophilized + Diluent,Oral,1,156,0,,,USD,,1,0.002,36,0.001,0.01,10218,,http://www.who.int/immunization_standards/vaccine_quality/63_rotavirus/en/index.html,GSK
Rotavirus_GSK_1Applicator_1Dose,RV GSK 1 Dose,Rotarix 1 Dose ,1 Applicator Carton,RV,Lyophilized + Diluent,Oral,1,134,0,,,USD,,1,0.002,36,0.001,0.01,10219,,http://www.who.int/immunization_standards/vaccine_quality/174_rotavirus/en/index.html,GSK
Rotavirus_GSK_10Applicator_1Dose,RV GSK 1 Dose,Rotarix Applicator 1 Dose ,10 Applicator Carton,RV,Lyophilized + Diluent,Oral,1,85.3,0,,,USD,,1,0.002,36,0.001,0.01,10220,,http://www.who.int/immunization_standards/vaccine_quality/174_rotavirus/en/index.html,GSK
Rotavirus_GSK_1Tube_1Dose,RV GSK 1 Dose,Rotarix Tube 1 Dose ,1 Plastic Tube Carton,RV,Lyophilized + Diluent,Oral,1,115.3,0,,,USD,,1,0.002,36,0.001,0.01,10221,,http://www.who.int/immunization_standards/vaccine_quality/175_rotavirus/en/index.html,GSK
Rotavirus_GSK_10Tube_1Dose,RV GSK 1 Dose,Rotarix Tube 1 Dose ,10 Plastic Tube Carton,RV,Lyophilized + Diluent,Oral,1,43.3,0,,,USD,,1,0.002,36,0.001,0.01,10222,,http://www.who.int/immunization_standards/vaccine_quality/175_rotavirus/en/index.html,GSK
Rotavirus_GSK_50Tube_1Dose,RV GSK 1 Dose,Rotarix Tube 1 Dose ,50 Plastic Tube Carton,RV,Lyophilized + Diluent,Oral,1,17.1,0,,,USD,,1,0.002,36,0.001,0.01,10223,,http://www.who.int/immunization_standards/vaccine_quality/175_rotavirus/en/index.html,GSK
Rotavirus_Merck_10Tube_1Dose,RV GSK 1 Dose,Rotateq Tube 1 Dose ,10 Plastic Tube Carton,RV,Lyophilized + Diluent,Oral,1,75.3,0,,,USD,,1,0.002,24,0.001,0.01,10224,,http://www.who.int/immunization_standards/vaccine_quality/PQ_167_Rotavirus_MSD_1_dose_tube/en/index.html,GSK
Rotavirus_Merck_25Tube_1Dose,RV GSK 1 Dose,Rotateq Tube 1 Dose ,25 Plastic Tube Carton,RV,Lyophilized + Diluent,Oral,1,46.3,0,,,USD,,1,0.002,24,0.001,0.01,10225,,http://www.who.int/immunization_standards/vaccine_quality/PQ_167_Rotavirus_MSD_1_dose_tube/en/index.html,GSK
Rubella_SerumIndia_1Dose,R SII 1 Dose,Rubella 1 Dose ,1 Vial Carton With Ampoule Of Diluent,R,Lyophilized + Water For Injection Diluent,Subcutaneous,1,26.11,26.11,,,USD,,1,0.002,24,0.001,0.01,10226,,http://www.who.int/immunization_standards/vaccine_quality/pq_150_rubella_1dose_sii/en/index.html,Serum Institute of India
Rubella_SerumIndia_2Dose,R SII 2 Dose,Rubella 2 Dose ,1 Vial Carton With Ampoule Of Diluent,R,Lyophilized + Water For Injection Diluent,Subcutaneous,2,13.06,13.06,,,USD,,1,0.002,24,0.001,0.01,10227,,http://www.who.int/immunization_standards/vaccine_quality/pq_151_rubella_2dose_sii/en/index.html,Serum Institute of India
Rubella_SerumIndia_5Dose,R SII 5 Dose,Rubella 5 Dose ,50 Vial Carton + 50 Ampoule Carton Of Diluent,R,Lyophilized + Water For Injection Diluent,Subcutaneous,5,5.22,5.22,,,USD,,1,0.002,24,0.001,0.01,10228,,http://www.who.int/immunization_standards/vaccine_quality/pq_152_5dose_rubella_sii/en/index.html,Serum Institute of India
Rubella_SerumIndia_10Dose,R SII 10 Dose,Rubella 10 Dose ,50 Vial Carton + 50 Ampoule Carton Of Diluent,R,Lyophilized + Water For Injection Diluent,Subcutaneous,10,2.61,2.61,,,USD,,1,0.002,24,0.001,0.01,10229,,http://www.who.int/immunization_standards/vaccine_quality/pq_153_rubella_10dose_sii/en/index.html,Serum Institute of India
Tetanus_Diptheria_WHO_Shipping_Guide_10Dose,Td WHO 10 Dose,Tetanus Diptheria Generic 10 Dose,1 Vial,Td,Liquid,Intramuscular,10,3,0,,,USD,,1,0.002,36,0.001,1,10230,,,WHO Shipping Guidelines
Tetanus_Diptheria_WHO_Shipping_Guide_20Dose,Td WHO 20 Dose,Tetanus Diptheria Generic 20 Dose,1 Vial,Td,Liquid,Intramuscular,20,2.5,0,,,USD,,1,0.002,36,0.001,1,10231,,,WHO Shipping Guidelines
Tetanus_Toxoid_WHO_Shipping_Guide_10Dose,TT WHO 10 Dose,Tetanus Toxoid Generic 10 Dose,1 Vial,TT,Liquid,Intramuscular,10,3,0,,,USD,,1,0.002,36,0.001,1,10232,,,WHO Shipping Guidelines
Tetanus_Toxoid_WHO_Shipping_Guide_20Dose,TT WHO 20 Dose,Tetanus Toxoid Generic 20 Dose,1 Vial,TT,Liquid,Intramuscular,20,2.5,0,,,USD,,1,0.002,36,0.001,1,10233,,,WHO Shipping Guidelines
Tetanus_Toxoid_BBNCIPD_20Dose,TT BB-NCIPD 10 Dose,Tetatox TT 10 Dose ,10 Vial Carton,TT,Liquid,Intramuscular,10,4.13,0,,,USD,,1,0.002,36,0.001,1,10234,,http://www.who.int/immunization_standards/vaccine_quality/76_tet/en/index.html,BB-NCIPD Ltd.
Tetanus_Toxoid_BBNCIPD_10Dose,TT BB-NCIPD 20 Dose,Tetatox TT 20 Dose ,10 Vial Carton,TT,Liquid,Intramuscular,20,2.05,0,,,USD,,1,0.002,36,0.001,1,10235,,http://www.who.int/immunization_standards/vaccine_quality/77_tet/en/index.html,BB-NCIPD Ltd.
Tetanus_Toxoid_BioFarma_1Dose_Uniject,TT BioFarma 1 Dose,Tetanus Toxoid 1 Dose Uniject ,100 Unifect Device Carton,TT,Liquid,Intramuscular,1,12,0,,,USD,,1,0.002,24,0.001,0.01,10236,,http://www.who.int/immunization_standards/vaccine_quality/17_tet/en/index.html,Bio Farma
Tetanus_Toxoid_BioFarma_10Dose,TT BioFarma 10 Dose,Tetanus Toxoid 10 Dose ,10 Vial Carton,TT,Liquid,Intramuscular,10,2.1,0,,,USD,,1,0.002,24,0.001,1,10237,,http://www.who.int/immunization_standards/vaccine_quality/15_tet/en/index.html,Bio Farma
Tetanus_Toxoid_BioFarma_20Dose,TT BioFarma 20 Dose,Tetanus Toxoid 20 Dose ,10 Vial Carton,TT,Liquid,Intramuscular,20,0.75,0,,,USD,,1,0.002,24,0.001,1,10238,,http://www.who.int/immunization_standards/vaccine_quality/16_tet/en/index.html,Bio Farma
Tetanus_Toxoid_BiologicalE_10Dose,TT BioE 10 Dose,Tetanus Toxoid 10 Dose ,30 Vial Carton,TT,Liquid,Intramuscular,10,3.9,0,,,USD,,1,0.002,36,0.001,1,10239,,http://www.who.int/immunization_standards/vaccine_quality/pq_256_tt_liquid_10dose_biologicale/en/index.html,Biological E Limited
Tetanus_Toxoid_BiologicalE_20Dose,TT BioE 20 Dose,Tetanus Toxoid 20 Dose ,20 Vial Carton,TT,Liquid,Intramuscular,20,2.9,0,,,USD,,1,0.002,36,0.001,1,10240,,http://www.who.int/immunization_standards/vaccine_quality/PQ_191_TT_20_dose_Vial_BioE/en/index.html,Biological E Limited
Tetanus_Toxoid_BiologicalE_1Dose,TT BioE 1 Dose,Tetanus Toxoid 1 Dose ,48 Vial Carton,TT,Liquid,Intramuscular,1,14.7,0,,,USD,,1,0.002,36,0.001,0.01,10241,,http://www.who.int/immunization_standards/vaccine_quality/pq_255_tt_liquid_1dose_biologicale/en/index.html,Biological E Limited
Tetanus_Toxoid_Sanofi_10Dose,TT Sanofi 10 Dose,TATAVAX TT 10 Dose ,10 Vial Carton,TT,Liquid,Intramuscular,10,2.46,0,,,USD,,1,0.002,36,0.001,1,10242,,http://www.who.int/immunization_standards/vaccine_quality/PQ_105_tet_10_dose_sanofi_pasteur/en/index.html,Sanofi Pasteur
Tetanus_Toxoid_SerumIndia_1Dose,TT SII 1 Dose,Tetanus Toxoid 1 Dose ,50 Ampoule Carton,TT,Liquid,Intramuscular,1,15.72,0,,,USD,,1,0.002,36,0.001,0.01,10243,,http://www.who.int/immunization_standards/vaccine_quality/pq_135_tt_1dose_sii/en/index.html,Serum Institute of India
Tetanus_Toxoid_SerumIndia_20Dose,TT SII 20 Dose,Tetanus Toxoid 20 Dose ,25 Vial Carton,TT,Liquid,Intramuscular,20,2.43,0,,,USD,,1,0.002,36,0.001,1,10244,,http://www.who.int/immunization_standards/vaccine_quality/pq_137_tt_20dose_sii/en/index.html,Serum Institute of India
Tetanus_Toxoid_SerumIndia_10Dose,TT SII 10 Dose,Tetanus Toxoid 10 Dose ,50 Vial Carton,TT,Liquid,Intramuscular,10,2.61,0,,,USD,,1,0.002,36,0.001,1,10245,,http://www.who.int/immunization_standards/vaccine_quality/pq_136_tt_10dose_sii/en/index.html,Serum Institute of India
Tetanus_Toxoid_Shantha_10Dose,TT Shantha 10 Dose,ShanTT TT 10 Dose ,30 Vial Carton,TT,Liquid,Intramuscular,10,4.36,0,,,USD,,1,0.002,36,0.001,1,10246,,http://www.who.int/immunization_standards/vaccine_quality/159_tet/en/index.html,Shantha Biotechnics Private Ltd.
Tetanus_Toxoid_Shantha_20Dose,TT Shantha 20 Dose,ShanTT TT 20 Dose ,30 Vial Carton,TT,Liquid,Intramuscular,20,2.57,0,,,USD,,1,0.002,36,0.001,1,10247,,http://www.who.int/immunization_standards/vaccine_quality/160_tet/en/index.html,Shantha Biotechnics Private Ltd.
Typhoid_Sanofi_20Dose,TYP Sanofi 20 Dose,TYPHIM-Vi Typhoid ,10 Vial Carton,TYP,Liquid,Intramuscular,20,1.58,0,,,USD,,1,0.002,36,0.001,0.01,10248,,http://www.who.int/immunization_standards/vaccine_quality/pq_238_typhoid_20dose_sanofi_pasteur/en/index.html,Sanofi Pasteur
